Order_ID,Date,Time,Month,DayOfWeek,Weather,Category,Menu,Type,Price,Cost,Margin,Is_Set
20230823-17783,2023-08-23,20:28,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17784,2023-08-23,10:35,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17785,2023-08-23,16:15,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17786,2023-08-23,16:18,8,Wed,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230823-17787,2023-08-23,19:01,8,Wed,Sunny,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230823-17788,2023-08-23,14:03,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17789,2023-08-23,17:23,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17790,2023-08-23,20:15,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17791,2023-08-23,14:05,8,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230823-17792,2023-08-23,17:01,8,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17793,2023-08-24,13:56,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17794,2023-08-24,12:42,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17795,2023-08-24,12:38,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17796,2023-08-24,13:32,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17797,2023-08-24,11:41,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17798,2023-08-24,20:50,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17799,2023-08-24,14:14,8,Thu,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230824-17799,2023-08-24,14:14,8,Thu,Sunny,Coffee,Americano,Ice,2500,750,1750,TRUE
20230824-17800,2023-08-24,14:13,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17801,2023-08-24,17:24,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17802,2023-08-24,13:20,8,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230824-17803,2023-08-24,19:17,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17804,2023-08-24,17:11,8,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230824-17805,2023-08-24,12:57,8,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230824-17806,2023-08-24,12:32,8,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230824-17807,2023-08-24,20:15,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17808,2023-08-24,12:40,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17809,2023-08-24,20:43,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17810,2023-08-24,20:28,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17811,2023-08-24,20:56,8,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230824-17812,2023-08-24,15:33,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17813,2023-08-24,20:58,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17814,2023-08-24,10:39,8,Thu,Sunny,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230824-17815,2023-08-24,11:46,8,Thu,Sunny,Sandwich,PumpkinSandwich,Hot,7000,3000,4000,FALSE
20230824-17816,2023-08-24,19:45,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17817,2023-08-24,21:58,8,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230824-17818,2023-08-24,12:17,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17819,2023-08-24,19:27,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17820,2023-08-24,19:31,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17821,2023-08-24,21:32,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17822,2023-08-24,19:14,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17823,2023-08-24,19:35,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17824,2023-08-24,19:11,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17825,2023-08-24,17:34,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17826,2023-08-24,15:21,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17827,2023-08-24,14:18,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17828,2023-08-24,19:57,8,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230824-17829,2023-08-24,17:09,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17830,2023-08-24,13:13,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17831,2023-08-24,13:12,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17832,2023-08-24,21:28,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17833,2023-08-24,13:31,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17834,2023-08-24,19:12,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17835,2023-08-24,16:21,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17836,2023-08-24,16:16,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17837,2023-08-24,21:39,8,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230824-17838,2023-08-24,17:02,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17839,2023-08-24,17:05,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17840,2023-08-24,20:34,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17841,2023-08-24,13:14,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17842,2023-08-24,20:41,8,Thu,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230824-17842,2023-08-24,20:41,8,Thu,Sunny,Coffee,Americano,Ice,2500,750,1750,TRUE
20230824-17843,2023-08-24,18:19,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17844,2023-08-24,21:46,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17845,2023-08-24,11:57,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17846,2023-08-24,20:08,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17847,2023-08-24,20:08,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17848,2023-08-24,17:14,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17849,2023-08-24,12:54,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17850,2023-08-24,10:51,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17851,2023-08-24,18:44,8,Thu,Sunny,Sandwich,ChickenSandwich,Hot,7000,3000,4000,TRUE
20230824-17851,2023-08-24,18:44,8,Thu,Sunny,Coffee,Americano,Ice,2000,750,1250,TRUE
20230824-17852,2023-08-24,10:39,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17853,2023-08-24,14:34,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17854,2023-08-24,13:59,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17855,2023-08-24,17:20,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17856,2023-08-24,11:36,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17857,2023-08-24,15:36,8,Thu,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,FALSE
20230824-17858,2023-08-24,12:39,8,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230824-17859,2023-08-24,14:37,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17860,2023-08-24,13:20,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17861,2023-08-24,12:59,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17862,2023-08-24,19:46,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17863,2023-08-24,18:47,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17864,2023-08-24,20:08,8,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230824-17865,2023-08-24,13:46,8,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230824-17866,2023-08-24,10:54,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17867,2023-08-24,13:12,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17868,2023-08-24,16:58,8,Thu,Sunny,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230824-17869,2023-08-24,20:35,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17870,2023-08-24,20:48,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17871,2023-08-24,11:47,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17872,2023-08-24,20:52,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17873,2023-08-24,15:38,8,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230824-17874,2023-08-24,13:39,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17875,2023-08-24,19:30,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17876,2023-08-24,10:03,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17877,2023-08-24,17:00,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17878,2023-08-24,10:47,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17879,2023-08-24,18:19,8,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230824-17880,2023-08-24,20:12,8,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230824-17881,2023-08-24,11:12,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17882,2023-08-24,17:15,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17883,2023-08-24,10:23,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17884,2023-08-24,20:42,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230824-17885,2023-08-24,12:39,8,Thu,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,FALSE
20230824-17886,2023-08-24,14:10,8,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230824-17887,2023-08-24,12:15,8,Thu,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230824-17887,2023-08-24,12:15,8,Thu,Sunny,Coffee,Latte,Ice,3500,1150,2350,TRUE
20230824-17888,2023-08-24,20:39,8,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230824-17889,2023-08-24,12:47,8,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230824-17890,2023-08-24,20:13,8,Thu,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230824-17890,2023-08-24,20:13,8,Thu,Sunny,Coffee,Americano,Ice,2500,750,1750,TRUE
20230824-17891,2023-08-24,20:06,8,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230824-17892,2023-08-24,11:00,8,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230824-17893,2023-08-24,10:54,8,Thu,Sunny,Sandwich,ChickenSandwich,Hot,7000,3000,4000,TRUE
20230824-17893,2023-08-24,10:54,8,Thu,Sunny,Coffee,Americano,Ice,2000,750,1250,TRUE
20230824-17894,2023-08-24,20:01,8,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17895,2023-08-25,10:37,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17896,2023-08-25,20:25,8,Fri,Rain,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230825-17897,2023-08-25,11:02,8,Fri,Rain,Coffee,Filter,Hot,5500,1310,4190,FALSE
20230825-17898,2023-08-25,11:38,8,Fri,Rain,Sandwich,PumpkinSandwich,Hot,7000,3000,4000,FALSE
20230825-17899,2023-08-25,14:08,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17900,2023-08-25,13:10,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17901,2023-08-25,21:11,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17902,2023-08-25,16:51,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17903,2023-08-25,17:58,8,Fri,Rain,Baked,Financier,Hot,3000,800,2200,FALSE
20230825-17904,2023-08-25,20:17,8,Fri,Rain,Tea,HerbTea,Hot,5000,470,4530,FALSE
20230825-17905,2023-08-25,14:32,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17906,2023-08-25,20:18,8,Fri,Rain,Sandwich,PumpkinSandwich,Hot,7000,3000,4000,TRUE
20230825-17906,2023-08-25,20:18,8,Fri,Rain,Coffee,Americano,Hot,2000,730,1270,TRUE
20230825-17907,2023-08-25,11:25,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17908,2023-08-25,21:50,8,Fri,Rain,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,FALSE
20230825-17909,2023-08-25,17:12,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17910,2023-08-25,15:30,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17911,2023-08-25,13:38,8,Fri,Rain,Coffee,Latte,Hot,4500,1200,3300,FALSE
20230825-17912,2023-08-25,13:50,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17913,2023-08-25,12:36,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17914,2023-08-25,12:43,8,Fri,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230825-17915,2023-08-25,15:33,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17916,2023-08-25,12:42,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17917,2023-08-25,12:09,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17918,2023-08-25,20:17,8,Fri,Rain,Baked,Financier,Hot,3000,800,2200,FALSE
20230825-17919,2023-08-25,10:23,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17920,2023-08-25,17:28,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17921,2023-08-25,20:40,8,Fri,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230825-17922,2023-08-25,13:19,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17923,2023-08-25,19:34,8,Fri,Rain,Sandwich,PumpkinSandwich,Hot,7000,3000,4000,FALSE
20230825-17924,2023-08-25,21:36,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17925,2023-08-25,16:16,8,Fri,Rain,Coffee,Filter,Hot,5500,1310,4190,FALSE
20230825-17926,2023-08-25,12:52,8,Fri,Rain,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230825-17927,2023-08-25,17:18,8,Fri,Rain,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,FALSE
20230825-17928,2023-08-25,11:28,8,Fri,Rain,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230825-17929,2023-08-25,21:44,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17930,2023-08-25,20:24,8,Fri,Rain,Tea,HerbTea,Hot,5000,470,4530,FALSE
20230825-17931,2023-08-25,18:20,8,Fri,Rain,Sandwich,ChickenSandwich,Hot,7000,3000,4000,TRUE
20230825-17931,2023-08-25,18:20,8,Fri,Rain,Coffee,Americano,Hot,2000,730,1270,TRUE
20230825-17932,2023-08-25,16:36,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17933,2023-08-25,20:02,8,Fri,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230825-17934,2023-08-25,17:44,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17935,2023-08-25,21:34,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17936,2023-08-25,17:24,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17937,2023-08-25,18:10,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17938,2023-08-25,16:32,8,Fri,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230825-17939,2023-08-25,21:47,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17940,2023-08-25,20:16,8,Fri,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230825-17941,2023-08-25,16:47,8,Fri,Rain,Coffee,Filter,Hot,5500,1310,4190,FALSE
20230825-17942,2023-08-25,11:41,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17943,2023-08-25,17:08,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17944,2023-08-25,13:56,8,Fri,Rain,Coffee,Latte,Hot,4500,1200,3300,FALSE
20230825-17945,2023-08-25,21:03,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17946,2023-08-25,17:29,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17947,2023-08-25,11:08,8,Fri,Rain,Tea,HerbTea,Hot,5000,470,4530,FALSE
20230825-17948,2023-08-25,15:56,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17949,2023-08-25,10:54,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17950,2023-08-25,16:53,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17951,2023-08-25,16:12,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17952,2023-08-25,21:34,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17953,2023-08-25,16:17,8,Fri,Rain,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230825-17954,2023-08-25,20:02,8,Fri,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230825-17955,2023-08-25,15:04,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17956,2023-08-25,15:55,8,Fri,Rain,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230825-17957,2023-08-25,17:53,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17958,2023-08-25,20:04,8,Fri,Rain,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230825-17958,2023-08-25,20:04,8,Fri,Rain,Coffee,Americano,Hot,2500,730,1770,TRUE
20230825-17959,2023-08-25,17:51,8,Fri,Rain,Sandwich,ChickenSandwich,Hot,7000,3000,4000,TRUE
20230825-17959,2023-08-25,17:51,8,Fri,Rain,Coffee,Latte,Hot,3000,1200,1800,TRUE
20230825-17960,2023-08-25,19:33,8,Fri,Rain,Coffee,Filter,Hot,5500,1310,4190,FALSE
20230825-17961,2023-08-25,20:38,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17962,2023-08-25,13:42,8,Fri,Rain,Coffee,Latte,Hot,4500,1200,3300,FALSE
20230825-17963,2023-08-25,13:56,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17964,2023-08-25,13:41,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17965,2023-08-25,10:13,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230825-17966,2023-08-25,10:40,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17967,2023-08-25,16:26,8,Fri,Rain,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230825-17967,2023-08-25,16:26,8,Fri,Rain,Coffee,Americano,Hot,2500,730,1770,TRUE
20230825-17968,2023-08-25,20:28,8,Fri,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230825-17969,2023-08-25,14:57,8,Fri,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230826-17970,2023-08-26,13:47,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17971,2023-08-26,19:12,8,Sat,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230826-17972,2023-08-26,21:38,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17973,2023-08-26,11:23,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17974,2023-08-26,18:28,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17975,2023-08-26,12:26,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17976,2023-08-26,15:21,8,Sat,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230826-17977,2023-08-26,17:56,8,Sat,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230826-17978,2023-08-26,19:58,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17979,2023-08-26,20:54,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17980,2023-08-26,19:02,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17981,2023-08-26,16:14,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17982,2023-08-26,11:45,8,Sat,Sunny,Sandwich,PumpkinSandwich,Hot,7000,3000,4000,TRUE
20230826-17982,2023-08-26,11:45,8,Sat,Sunny,Coffee,Americano,Ice,2000,750,1250,TRUE
20230826-17983,2023-08-26,13:07,8,Sat,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230826-17984,2023-08-26,13:15,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17985,2023-08-26,12:34,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17986,2023-08-26,13:11,8,Sat,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230826-17986,2023-08-26,13:11,8,Sat,Sunny,Coffee,Americano,Ice,2500,750,1750,TRUE
20230826-17987,2023-08-26,18:06,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17988,2023-08-26,14:26,8,Sat,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230826-17989,2023-08-26,15:56,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17990,2023-08-26,18:07,8,Sat,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230826-17991,2023-08-26,11:23,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17992,2023-08-26,10:40,8,Sat,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230826-17993,2023-08-26,14:36,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17994,2023-08-26,19:44,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17995,2023-08-26,21:34,8,Sat,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230826-17996,2023-08-26,15:28,8,Sat,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230826-17997,2023-08-26,16:01,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-17998,2023-08-26,21:10,8,Sat,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230826-17999,2023-08-26,18:37,8,Sat,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230826-18000,2023-08-26,17:04,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18001,2023-08-26,16:31,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18002,2023-08-26,15:02,8,Sat,Sunny,Baked,Scone,Hot,3800,900,2900,FALSE
20230826-18003,2023-08-26,20:42,8,Sat,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230826-18004,2023-08-26,20:36,8,Sat,Sunny,Sandwich,ChickenSandwich,Hot,7000,3000,4000,FALSE
20230826-18005,2023-08-26,21:26,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18006,2023-08-26,10:41,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18007,2023-08-26,20:01,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18008,2023-08-26,11:09,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18009,2023-08-26,15:26,8,Sat,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230826-18010,2023-08-26,12:54,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18011,2023-08-26,12:32,8,Sat,Sunny,Sandwich,HamCheeseSandwich,Hot,6500,2800,3700,TRUE
20230826-18011,2023-08-26,12:32,8,Sat,Sunny,Coffee,Latte,Ice,3500,1150,2350,TRUE
20230826-18012,2023-08-26,14:11,8,Sat,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230826-18013,2023-08-26,18:58,8,Sat,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230826-18014,2023-08-26,14:24,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18015,2023-08-26,11:13,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230826-18016,2023-08-26,19:17,8,Sat,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230826-18017,2023-08-26,18:01,8,Sat,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
